ArticleID,Journal,Volume,Issue,Part
297,ECA,59,6,1.0
298,ECA,59,6,1.0
299,ECA,59,6,1.0
300,ECA,59,6,1.0
301,ECA,59,6,1.0
302,ECA,59,6,1.0
303,ECA,59,6,1.0
304,ECA,59,6,1.0
305,ECA,59,6,1.0
306,ECA,59,6,1.0
307,ECA,59,5,1.0
308,ECA,59,5,1.0
309,ECA,59,5,1.0
310,ECA,59,5,1.0
311,ECA,59,5,1.0
312,ECA,59,5,1.0
313,ECA,59,5,1.0
314,ECA,59,5,1.0
315,ECA,59,5,1.0
316,ECA,59,5,1.0
317,ECA,59,4,1.0
318,ECA,59,4,1.0
319,ECA,59,4,1.0
320,ECA,59,4,1.0
321,ECA,59,4,1.0
322,ECA,59,4,1.0
323,ECA,59,4,1.0
324,ECA,59,4,1.0
325,ECA,59,4,1.0
326,ECA,59,4,1.0
327,ECA,59,4,1.0
328,ECA,59,4,1.0
329,ECA,59,3,1.0
330,ECA,59,3,1.0
331,ECA,59,3,1.0
332,ECA,59,3,1.0
333,ECA,59,3,1.0
334,ECA,59,3,1.0
335,ECA,59,3,1.0
336,ECA,59,3,1.0
337,ECA,59,3,1.0
338,ECA,59,3,1.0
339,ECA,59,2,1.0
340,ECA,59,2,1.0
341,ECA,59,2,1.0
342,ECA,59,2,1.0
343,ECA,59,2,1.0
344,ECA,59,2,1.0
345,ECA,59,2,1.0
346,ECA,59,2,1.0
347,ECA,59,2,1.0
348,ECA,59,1,1.0
349,ECA,59,1,1.0
350,ECA,59,1,1.0
351,ECA,59,1,1.0
352,ECA,59,1,1.0
353,ECA,59,1,1.0
354,ECA,59,1,1.0
355,ECA,59,1,1.0
356,ECA,59,1,1.0
357,ECA,59,1,1.0
358,ECA,58,6,1.0
359,ECA,58,6,1.0
360,ECA,58,6,1.0
361,ECA,58,6,1.0
362,ECA,58,6,1.0
363,ECA,58,6,1.0
364,ECA,58,6,1.0
365,ECA,58,6,1.0
366,ECA,58,5,1.0
367,ECA,58,5,1.0
368,ECA,58,5,1.0
369,ECA,58,5,1.0
370,ECA,58,5,1.0
371,ECA,58,5,1.0
372,ECA,58,5,1.0
373,ECA,58,5,1.0
374,ECA,58,5,1.0
375,ECA,58,5,1.0
376,ECA,58,4,1.0
377,ECA,58,4,1.0
378,ECA,58,4,1.0
379,ECA,58,4,1.0
380,ECA,58,4,1.0
381,ECA,58,4,1.0
382,ECA,58,4,1.0
383,ECA,58,4,1.0
384,ECA,58,3,1.0
385,ECA,58,3,1.0
386,ECA,58,3,1.0
387,ECA,58,3,1.0
388,ECA,58,3,1.0
389,ECA,58,3,1.0
390,ECA,58,3,1.0
391,ECA,58,3,1.0
392,ECA,58,3,1.0
393,ECA,58,2,1.0
394,ECA,58,2,1.0
395,ECA,58,2,1.0
396,ECA,58,2,1.0
397,ECA,58,2,1.0
398,ECA,58,2,1.0
399,ECA,58,2,1.0
400,ECA,58,2,1.0
401,ECA,58,2,1.0
402,ECA,58,1,1.0
403,ECA,58,1,1.0
404,ECA,58,1,1.0
405,ECA,58,1,1.0
406,ECA,58,1,1.0
407,ECA,58,1,1.0
408,ECA,58,1,1.0
409,ECA,58,1,1.0
410,ECA,57,6,1.0
411,ECA,57,6,1.0
412,ECA,57,6,1.0
413,ECA,57,6,1.0
414,ECA,57,6,1.0
415,ECA,57,6,1.0
416,ECA,57,6,1.0
417,ECA,57,5,1.0
418,ECA,57,5,1.0
419,ECA,57,5,1.0
420,ECA,57,5,1.0
421,ECA,57,5,1.0
422,ECA,57,5,1.0
423,ECA,57,5,1.0
424,ECA,57,4,1.0
425,ECA,57,4,1.0
426,ECA,57,4,1.0
427,ECA,57,4,1.0
428,ECA,57,4,1.0
429,ECA,57,4,1.0
430,ECA,57,4,1.0
431,ECA,57,4,1.0
432,ECA,57,3,1.0
433,ECA,57,3,1.0
434,ECA,57,3,1.0
435,ECA,57,3,1.0
436,ECA,57,3,1.0
437,ECA,57,3,1.0
438,ECA,57,3,1.0
439,ECA,57,3,1.0
440,ECA,57,2,1.0
441,ECA,57,2,1.0
442,ECA,57,2,1.0
443,ECA,57,2,1.0
444,ECA,57,2,1.0
445,ECA,57,2,1.0
446,ECA,57,2,1.0
447,ECA,57,2,1.0
448,ECA,57,1,1.0
449,ECA,57,1,1.0
450,ECA,57,1,1.0
451,ECA,57,1,1.0
452,ECA,57,1,1.0
453,ECA,57,1,1.0
454,ECA,57,1,1.0
455,ECA,57,1,1.0
456,ECA,56,6,1.0
457,ECA,56,6,1.0
458,ECA,56,6,1.0
459,ECA,56,6,1.0
460,ECA,56,6,1.0
461,ECA,56,6,1.0
462,ECA,56,6,1.0
463,ECA,56,6,1.0
464,ECA,56,6,1.0
465,ECA,56,6,1.0
466,ECA,56,5,1.0
467,ECA,56,5,1.0
468,ECA,56,5,1.0
469,ECA,56,5,1.0
470,ECA,56,5,1.0
471,ECA,56,5,1.0
472,ECA,56,5,1.0
473,ECA,56,5,1.0
474,ECA,56,5,1.0
475,ECA,56,5,1.0
476,ECA,56,4,1.0
477,ECA,56,4,1.0
478,ECA,56,4,1.0
479,ECA,56,4,1.0
480,ECA,56,4,1.0
481,ECA,56,4,1.0
482,ECA,56,4,1.0
483,ECA,56,4,1.0
484,ECA,56,4,1.0
485,ECA,56,4,1.0
486,ECA,56,4,1.0
487,ECA,56,3,1.0
488,ECA,56,3,1.0
489,ECA,56,3,1.0
490,ECA,56,3,1.0
491,ECA,56,3,1.0
492,ECA,56,3,1.0
493,ECA,56,3,1.0
494,ECA,56,3,1.0
495,ECA,56,3,1.0
496,ECA,56,2,1.0
497,ECA,56,2,1.0
498,ECA,56,2,1.0
499,ECA,56,2,1.0
500,ECA,56,2,1.0
501,ECA,56,2,1.0
502,ECA,56,2,1.0
503,ECA,56,2,1.0
504,ECA,56,2,1.0
505,ECA,56,2,1.0
506,ECA,56,1,1.0
507,ECA,56,1,1.0
508,ECA,56,1,1.0
509,ECA,56,1,1.0
510,ECA,56,1,1.0
511,ECA,56,1,1.0
512,ECA,55,6,1.0
513,ECA,55,6,1.0
514,ECA,55,6,1.0
515,ECA,55,6,1.0
516,ECA,55,6,1.0
517,ECA,55,6,1.0
518,ECA,55,6,1.0
519,ECA,55,6,1.0
520,ECA,55,6,1.0
521,ECA,55,6,1.0
522,ECA,55,6,1.0
523,ECA,55,5,1.0
524,ECA,55,5,1.0
525,ECA,55,5,1.0
526,ECA,55,5,1.0
527,ECA,55,5,1.0
528,ECA,55,5,1.0
529,ECA,55,5,1.0
530,ECA,55,5,1.0
531,ECA,55,5,1.0
532,ECA,55,4,1.0
533,ECA,55,4,1.0
534,ECA,55,4,1.0
535,ECA,55,4,1.0
536,ECA,55,4,1.0
537,ECA,55,4,1.0
538,ECA,55,4,1.0
539,ECA,55,4,1.0
540,ECA,55,4,1.0
541,ECA,55,4,1.0
542,ECA,55,4,1.0
543,ECA,55,3,1.0
544,ECA,55,3,1.0
545,ECA,55,3,1.0
546,ECA,55,3,1.0
547,ECA,55,3,1.0
548,ECA,55,3,1.0
549,ECA,55,3,1.0
550,ECA,55,3,1.0
551,ECA,55,3,1.0
552,ECA,55,3,1.0
553,ECA,55,2,1.0
554,ECA,55,2,1.0
555,ECA,55,2,1.0
556,ECA,55,2,1.0
557,ECA,55,2,1.0
558,ECA,55,2,1.0
559,ECA,55,2,1.0
560,ECA,55,2,1.0
561,ECA,55,2,1.0
562,ECA,55,2,1.0
563,ECA,55,1,1.0
564,ECA,55,1,1.0
565,ECA,55,1,1.0
566,ECA,55,1,1.0
567,ECA,55,1,1.0
568,ECA,55,1,1.0
569,ECA,55,1,1.0
570,ECA,54,6,1.0
571,ECA,54,6,1.0
572,ECA,54,6,1.0
573,ECA,54,6,1.0
574,ECA,54,6,1.0
575,ECA,54,6,1.0
576,ECA,54,6,1.0
577,ECA,54,6,1.0
578,ECA,54,6,1.0
579,ECA,54,6,1.0
580,ECA,54,6,1.0
582,ECA,54,5,1.0
583,ECA,54,5,1.0
584,ECA,54,5,1.0
585,ECA,54,5,1.0
586,ECA,54,5,1.0
587,ECA,54,5,1.0
588,ECA,54,5,1.0
589,ECA,54,5,1.0
590,ECA,54,5,1.0
591,ECA,54,5,1.0
592,ECA,54,5,1.0
593,ECA,54,4,1.0
594,ECA,54,4,1.0
595,ECA,54,4,1.0
596,ECA,54,4,1.0
597,ECA,54,4,1.0
598,ECA,54,4,1.0
599,ECA,54,4,1.0
600,ECA,54,4,1.0
601,ECA,54,4,1.0
602,ECA,54,4,1.0
603,ECA,54,4,1.0
604,ECA,54,4,1.0
605,ECA,54,3,1.0
606,ECA,54,3,1.0
607,ECA,54,3,1.0
608,ECA,54,3,1.0
609,ECA,54,3,1.0
610,ECA,54,3,1.0
611,ECA,54,3,1.0
612,ECA,54,3,1.0
613,ECA,54,2,1.0
614,ECA,54,2,1.0
615,ECA,54,2,1.0
616,ECA,54,2,1.0
617,ECA,54,2,1.0
618,ECA,54,2,1.0
619,ECA,54,2,1.0
620,ECA,54,2,1.0
621,ECA,54,2,1.0
622,ECA,54,1,1.0
623,ECA,54,1,1.0
624,ECA,54,1,1.0
625,ECA,54,1,1.0
626,ECA,54,1,1.0
627,ECA,54,1,1.0
628,ECA,54,1,1.0
629,ECA,54,1,1.0
630,ECA,54,1,1.0
631,ECA,54,1,1.0
632,ECA,54,1,1.0
633,ECA,53,6,1.0
634,ECA,53,6,1.0
635,ECA,53,6,1.0
636,ECA,53,6,1.0
637,ECA,53,6,1.0
638,ECA,53,6,1.0
639,ECA,53,6,1.0
640,ECA,53,6,1.0
641,ECA,53,6,1.0
642,ECA,53,6,1.0
643,ECA,53,6,1.0
644,ECA,53,5,1.0
645,ECA,53,5,1.0
646,ECA,53,5,1.0
647,ECA,53,5,1.0
648,ECA,53,5,1.0
649,ECA,53,5,1.0
650,ECA,53,5,1.0
651,ECA,53,5,1.0
652,ECA,53,5,1.0
653,ECA,53,5,1.0
654,ECA,53,4,1.0
655,ECA,53,4,1.0
656,ECA,53,4,1.0
657,ECA,53,4,1.0
658,ECA,53,4,1.0
659,ECA,53,4,1.0
660,ECA,53,4,1.0
661,ECA,53,4,1.0
662,ECA,53,4,1.0
663,ECA,53,4,1.0
664,ECA,53,4,1.0
665,ECA,53,4,1.0
666,ECA,53,4,1.0
667,ECA,53,3,1.0
668,ECA,53,3,1.0
669,ECA,53,3,1.0
670,ECA,53,3,1.0
671,ECA,53,3,1.0
672,ECA,53,3,1.0
673,ECA,53,3,1.0
674,ECA,53,3,1.0
675,ECA,53,2,1.0
676,ECA,53,2,1.0
677,ECA,53,2,1.0
678,ECA,53,2,1.0
679,ECA,53,2,1.0
680,ECA,53,2,1.0
681,ECA,53,2,1.0
682,ECA,53,2,1.0
683,ECA,53,2,1.0
684,ECA,53,2,1.0
685,ECA,53,2,1.0
686,ECA,53,1,1.0
687,ECA,53,1,1.0
688,ECA,53,1,1.0
689,ECA,53,1,1.0
690,ECA,53,1,1.0
691,ECA,53,1,1.0
692,ECA,53,1,1.0
693,ECA,53,1,1.0
694,ECA,53,1,1.0
695,ECA,52,6,1.0
696,ECA,52,6,1.0
697,ECA,52,6,1.0
698,ECA,52,6,1.0
699,ECA,52,6,1.0
700,ECA,52,6,1.0
701,ECA,52,6,1.0
702,ECA,52,6,1.0
703,ECA,52,6,1.0
704,ECA,52,5,1.0
705,ECA,52,5,1.0
706,ECA,52,5,1.0
707,ECA,52,5,1.0
708,ECA,52,5,1.0
709,ECA,52,5,1.0
710,ECA,52,5,1.0
711,ECA,52,5,1.0
712,ECA,52,5,1.0
713,ECA,52,5,1.0
714,ECA,52,5,1.0
715,ECA,52,4,1.0
716,ECA,52,4,1.0
717,ECA,52,4,1.0
718,ECA,52,4,1.0
719,ECA,52,4,1.0
720,ECA,52,4,1.0
721,ECA,52,4,1.0
722,ECA,52,4,1.0
723,ECA,52,4,1.0
724,ECA,52,4,1.0
725,ECA,52,4,1.0
726,ECA,52,4,1.0
727,ECA,52,4,1.0
728,ECA,52,3,1.0
729,ECA,52,3,1.0
730,ECA,52,3,1.0
731,ECA,52,3,1.0
732,ECA,52,3,1.0
733,ECA,52,3,1.0
734,ECA,52,3,1.0
735,ECA,52,3,1.0
736,ECA,52,3,1.0
737,ECA,52,3,1.0
738,ECA,52,3,1.0
739,ECA,52,2,1.0
740,ECA,52,2,1.0
741,ECA,52,2,1.0
742,ECA,52,2,1.0
743,ECA,52,2,1.0
744,ECA,52,2,1.0
745,ECA,52,2,1.0
746,ECA,52,2,1.0
747,ECA,52,2,1.0
748,ECA,52,2,1.0
749,ECA,52,2,1.0
750,ECA,52,1,1.0
751,ECA,52,1,1.0
752,ECA,52,1,1.0
753,ECA,52,1,1.0
754,ECA,52,1,1.0
755,ECA,52,1,1.0
756,ECA,52,1,1.0
757,ECA,52,1,1.0
758,ECA,51,6,1.0
759,ECA,51,6,1.0
760,ECA,51,6,1.0
761,ECA,51,6,1.0
762,ECA,51,6,1.0
763,ECA,51,6,1.0
764,ECA,51,6,1.0
765,ECA,51,6,1.0
766,ECA,51,6,1.0
767,ECA,51,6,1.0
768,ECA,51,5,1.0
769,ECA,51,5,1.0
770,ECA,51,5,1.0
771,ECA,51,5,1.0
772,ECA,51,5,1.0
773,ECA,51,5,1.0
774,ECA,51,5,1.0
775,ECA,51,5,1.0
776,ECA,51,5,1.0
777,ECA,51,5,1.0
778,ECA,51,5,1.0
779,ECA,51,5,1.0
780,ECA,51,5,1.0
781,ECA,51,5,1.0
782,ECA,51,5,1.0
783,ECA,51,5,1.0
784,ECA,51,4,1.0
785,ECA,51,4,1.0
786,ECA,51,4,1.0
787,ECA,51,4,1.0
788,ECA,51,4,1.0
789,ECA,51,4,1.0
790,ECA,51,4,1.0
791,ECA,51,4,1.0
792,ECA,51,4,1.0
793,ECA,51,4,1.0
794,ECA,51,4,1.0
795,ECA,51,4,1.0
796,ECA,51,4,1.0
797,ECA,51,4,1.0
798,ECA,51,4,1.0
799,ECA,51,4,1.0
800,ECA,51,4,1.0
801,ECA,51,4,1.0
802,ECA,51,3,1.0
803,ECA,51,3,1.0
804,ECA,51,3,1.0
805,ECA,51,3,1.0
806,ECA,51,3,1.0
807,ECA,51,3,1.0
808,ECA,51,3,1.0
809,ECA,51,3,1.0
810,ECA,51,3,1.0
811,ECA,51,3,1.0
812,ECA,51,3,1.0
813,ECA,51,3,1.0
814,ECA,51,3,1.0
815,ECA,51,3,1.0
816,ECA,51,3,1.0
817,ECA,51,3,1.0
818,ECA,51,2,1.0
819,ECA,51,2,1.0
820,ECA,51,2,1.0
821,ECA,51,2,1.0
822,ECA,51,2,1.0
823,ECA,51,2,1.0
824,ECA,51,2,1.0
825,ECA,51,2,1.0
826,ECA,51,2,1.0
827,ECA,51,2,1.0
828,ECA,51,2,1.0
829,ECA,51,2,1.0
830,ECA,51,1,1.0
831,ECA,51,1,1.0
832,ECA,51,1,1.0
833,ECA,51,1,1.0
834,ECA,51,1,1.0
835,ECA,51,1,1.0
836,ECA,51,1,1.0
837,ECA,51,1,1.0
838,ECA,51,1,1.0
839,ECA,50,6,1.0
840,ECA,50,6,1.0
841,ECA,50,6,1.0
842,ECA,50,6,1.0
843,ECA,50,6,1.0
844,ECA,50,6,1.0
845,ECA,50,6,1.0
846,ECA,50,6,1.0
847,ECA,50,6,1.0
848,ECA,50,6,1.0
849,ECA,50,6,1.0
850,ECA,50,5,1.0
851,ECA,50,5,1.0
852,ECA,50,5,1.0
853,ECA,50,5,1.0
854,ECA,50,5,1.0
855,ECA,50,5,1.0
856,ECA,50,5,1.0
857,ECA,50,5,1.0
858,ECA,50,5,1.0
859,ECA,50,5,1.0
860,ECA,50,5,1.0
861,ECA,50,4,1.0
862,ECA,50,4,1.0
863,ECA,50,4,1.0
864,ECA,50,4,1.0
865,ECA,50,4,1.0
866,ECA,50,4,1.0
867,ECA,50,4,1.0
868,ECA,50,4,1.0
869,ECA,50,4,1.0
870,ECA,50,4,1.0
871,ECA,50,3,1.0
872,ECA,50,3,1.0
873,ECA,50,3,1.0
874,ECA,50,3,1.0
875,ECA,50,3,1.0
876,ECA,50,3,1.0
877,ECA,50,3,1.0
878,ECA,50,3,1.0
879,ECA,50,3,1.0
880,ECA,50,3,1.0
881,ECA,50,3,1.0
882,ECA,50,3,1.0
883,ECA,50,3,1.0
884,ECA,50,2,1.0
885,ECA,50,2,1.0
886,ECA,50,2,1.0
887,ECA,50,2,1.0
888,ECA,50,2,1.0
889,ECA,50,2,1.0
890,ECA,50,2,1.0
891,ECA,50,2,1.0
892,ECA,50,2,1.0
893,ECA,50,1,1.0
894,ECA,50,1,1.0
895,ECA,50,1,1.0
896,ECA,50,1,1.0
897,ECA,50,1,1.0
898,ECA,50,1,1.0
899,ECA,50,1,1.0
900,ECA,50,1,1.0
901,ECA,50,1,1.0
902,ECA,50,1,1.0
903,ECA,50,1,1.0
904,ECA,50,1,1.0
905,ECA,49,6,1.0
906,ECA,49,6,1.0
907,ECA,49,6,1.0
908,ECA,49,6,1.0
909,ECA,49,6,1.0
910,ECA,49,6,1.0
911,ECA,49,6,1.0
912,ECA,49,6,1.0
913,ECA,49,6,1.0
914,ECA,49,6,1.0
915,ECA,49,6,1.0
916,ECA,49,6,1.0
917,ECA,49,5,1.0
918,ECA,49,5,1.0
919,ECA,49,5,1.0
920,ECA,49,5,1.0
921,ECA,49,5,1.0
922,ECA,49,5,1.0
923,ECA,49,5,1.0
924,ECA,49,5,1.0
925,ECA,49,5,1.0
926,ECA,49,5,1.0
927,ECA,49,4,1.0
928,ECA,49,4,1.0
929,ECA,49,4,1.0
930,ECA,49,4,1.0
931,ECA,49,4,1.0
932,ECA,49,4,1.0
933,ECA,49,4,1.0
934,ECA,49,4,1.0
935,ECA,49,4,1.0
936,ECA,49,4,1.0
937,ECA,49,4,1.0
938,ECA,49,4,1.0
939,ECA,49,3,1.0
940,ECA,49,3,1.0
941,ECA,49,3,1.0
942,ECA,49,3,1.0
943,ECA,49,3,1.0
944,ECA,49,3,1.0
945,ECA,49,3,1.0
946,ECA,49,3,1.0
947,ECA,49,3,1.0
948,ECA,49,3,1.0
949,ECA,49,3,1.0
950,ECA,49,2,1.0
951,ECA,49,2,1.0
952,ECA,49,2,1.0
953,ECA,49,2,1.0
954,ECA,49,2,1.0
955,ECA,49,2,1.0
956,ECA,49,2,1.0
957,ECA,49,2,1.0
958,ECA,49,2,1.0
959,ECA,49,2,1.0
960,ECA,49,2,1.0
961,ECA,49,2,1.0
962,ECA,49,1,1.0
963,ECA,49,1,1.0
964,ECA,49,1,1.0
965,ECA,49,1,1.0
966,ECA,49,1,1.0
967,ECA,49,1,1.0
968,ECA,49,1,1.0
969,ECA,49,1,1.0
970,ECA,49,1,1.0
971,ECA,49,1,1.0
972,ECA,48,7,1.0
973,ECA,48,7,1.0
974,ECA,48,7,1.0
975,ECA,48,7,1.0
976,ECA,48,7,1.0
977,ECA,48,7,1.0
978,ECA,48,7,1.0
979,ECA,48,7,1.0
980,ECA,48,7,1.0
981,ECA,48,7,1.0
982,ECA,48,7,1.0
983,ECA,48,7,1.0
984,ECA,48,7,1.0
985,ECA,48,6,1.0
986,ECA,48,6,1.0
987,ECA,48,6,1.0
988,ECA,48,6,1.0
989,ECA,48,6,1.0
990,ECA,48,6,1.0
991,ECA,48,6,1.0
992,ECA,48,6,1.0
993,ECA,48,6,1.0
994,ECA,48,6,1.0
995,ECA,48,6,1.0
996,ECA,48,5,1.0
997,ECA,48,5,1.0
998,ECA,48,5,1.0
